Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,Arrival_Qty_qtl,Rainfall_mm
2023-04-04,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3254,5248,4170,438,3.1
2023-04-10,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3230,4015,3561,153,2.2
2023-04-16,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3338,4470,3834,293,3.8
2023-04-23,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3126,4704,3795,435,7.3
2023-05-01,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3240,4822,4154,351,4.5
2023-05-08,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3647,5466,4525,114,1.1
2023-05-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3974,5574,4477,127,9.4
2023-05-20,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3496,5162,4183,354,8.1
2023-05-28,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3400,5435,4295,157,3.5
2023-06-04,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4324,5707,5001,97,110.7
2023-06-13,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3909,5023,4582,143,9.0
2023-06-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4026,5125,4569,52,115.8
2023-06-26,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4702,6545,5324,178,94.4
2023-07-03,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3772,5878,4827,61,28.0
2023-07-12,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4535,6453,5441,299,59.5
2023-07-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4162,6046,4780,154,89.2
2023-07-29,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3683,5264,4415,164,98.7
2023-08-06,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4154,5269,4656,207,73.3
2023-08-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3950,5578,4609,196,38.7
2023-08-20,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4528,7235,5679,289,46.7
2023-08-28,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4049,6273,5045,68,70.5
2023-09-05,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,5202,6551,5663,169,27.3
2023-09-12,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3919,5655,4754,65,111.1
2023-09-19,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4005,5461,5015,125,27.3
2023-09-24,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3484,4867,3860,167,41.5
2023-10-02,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2319,2868,2556,334,18.2
2023-10-07,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,2580,3682,3164,254,28.9
2023-10-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2324,3382,2899,128,24.4
2023-10-19,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3050,4061,3546,160,26.0
2023-10-25,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2520,3582,3082,93,10.9
2023-11-01,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2730,3678,3039,551,14.8
2023-11-09,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2964,3578,3277,190,4.9
2023-11-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2526,3488,2786,248,16.5
2023-11-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2203,3073,2725,637,17.2
2023-11-28,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2424,3257,2714,362,23.1
2023-12-06,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3254,4427,3900,289,0.6
2023-12-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4245,5844,4868,137,5.1
2023-12-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3174,4315,3886,163,2.1
2023-12-26,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4027,5788,4592,153,2.2
2024-01-03,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,6169,8263,7361,44,5.1
2024-01-08,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,5336,8181,6570,200,3.8
2024-01-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,5403,7195,6249,266,1.0
2024-01-23,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,5292,6977,5820,68,3.9
2024-01-31,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,5885,7828,6956,47,1.8
2024-02-06,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4437,6917,5632,305,1.4
2024-02-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,5009,6328,5766,148,6.4
2024-02-22,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,5418,8007,6864,76,0.5
2024-02-28,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,5086,6771,6238,98,7.7
2024-03-04,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,5160,7129,6429,79,7.2
2024-03-10,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,5257,6784,6156,29,3.4
2024-03-15,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,6506,9740,7791,96,3.7
2024-03-24,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,6620,10739,8424,157,7.0
2024-03-31,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,6606,9799,7861,46,9.7
2024-04-07,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3491,5027,3947,433,1.0
2024-04-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4422,6493,5363,229,6.2
2024-04-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3672,4823,4135,352,0.4
2024-04-29,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3352,4900,3893,141,3.9
2024-05-08,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3081,4326,3813,64,4.6
2024-05-16,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3617,4895,4335,165,0.2
2024-05-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3417,4841,4145,149,0.9
2024-05-27,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4162,6048,5093,49,5.6
2024-06-05,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3594,4626,4063,153,64.5
2024-06-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4296,6044,5331,252,107.3
2024-06-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3769,5165,4149,156,43.3
2024-06-27,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4549,6116,5016,149,105.2
2024-07-06,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4908,5970,5342,101,60.8
2024-07-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4027,5478,4620,270,77.4
2024-07-20,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4556,6182,5194,106,24.7
2024-07-28,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4203,5993,4942,114,77.5
2024-08-03,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,5087,7390,5808,203,8.3
2024-08-12,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4701,6334,5327,168,95.7
2024-08-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4415,5652,4826,88,93.1
2024-08-27,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4700,6098,5444,237,44.8
2024-09-01,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4004,6195,5054,149,78.5
2024-09-07,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,5703,7790,6273,44,113.1
2024-09-14,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4797,6541,5422,112,109.5
2024-09-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4336,5610,5023,219,44.0
2024-09-30,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4644,6164,5249,276,92.4
2024-10-06,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,2152,2813,2440,628,10.0
2024-10-13,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2171,3198,2777,777,8.8
2024-10-20,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3068,4403,3682,225,13.1
2024-10-28,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3015,3855,3454,353,11.9
2024-11-06,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,2877,3939,3289,280,19.0
2024-11-15,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,2573,4079,3216,244,6.3
2024-11-21,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,2346,3629,3002,304,10.9
2024-11-26,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,2508,3298,2816,509,2.4
2024-12-01,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3274,4195,3565,275,5.8
2024-12-07,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,3501,4457,4059,152,6.9
2024-12-12,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4001,5604,4535,174,4.1
2024-12-17,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,4525,6358,5129,193,3.6
2024-12-22,Uttar Pradesh,Agra,Agra APMC,Soybean,Black,3999,5456,4956,55,0.8
2024-12-28,Uttar Pradesh,Agra,Agra APMC,Soybean,Yellow,4790,6748,5541,25,7.1
2020-01-07,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4530,6339,5776,79,8.4
2020-01-14,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3872,6081,4802,78,3.7
2020-01-22,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4282,5623,4997,154,9.8
2020-01-28,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4795,6938,5850,52,4.7
2020-02-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4680,7019,5714,115,8.0
2020-02-14,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5356,7213,5996,39,3.0
2020-02-23,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5169,7104,5783,154,0.5
2020-02-29,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5351,7968,6544,148,0.8
2020-03-07,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4920,7681,6222,89,3.0
2020-03-16,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5939,7105,6509,125,9.5
2020-03-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5236,8085,6711,36,5.8
2020-04-01,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2959,4572,3659,309,0.9
2020-04-08,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2717,3661,3239,86,9.7
2020-04-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3416,4531,3747,385,6.4
2020-04-19,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2882,3758,3170,423,9.0
2020-04-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3282,4684,4173,279,2.0
2020-04-30,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2743,3791,3306,150,8.1
2020-05-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2711,4033,3177,202,8.3
2020-05-12,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2884,4193,3597,384,3.3
2020-05-17,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3471,4702,3971,307,5.1
2020-05-26,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3863,4958,4584,67,5.9
2020-05-31,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3732,5081,4226,94,2.3
2020-06-09,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3227,4917,3985,397,15.1
2020-06-16,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3045,4089,3394,135,14.9
2020-06-24,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4420,6833,5479,43,109.0
2020-07-02,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4508,5987,5007,133,101.7
2020-07-07,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3396,4179,3702,294,105.3
2020-07-16,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3110,4419,3947,426,13.3
2020-07-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4016,5969,4761,197,106.4
2020-07-31,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3913,5557,4805,131,96.2
2020-08-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3555,5353,4240,180,71.4
2020-08-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4513,5730,4978,101,11.7
2020-08-20,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3470,4662,4239,462,84.2
2020-08-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4245,6367,5022,16,12.0
2020-08-30,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4188,6567,5255,104,29.9
2020-09-07,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3944,5918,5037,228,49.1
2020-09-12,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3248,4315,3760,261,19.2
2020-09-19,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3517,5157,4468,202,30.4
2020-09-27,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3220,4520,3867,470,7.1
2020-10-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,1727,2227,1971,223,0.8
2020-10-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2402,3397,2820,204,16.7
2020-10-21,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2140,2858,2542,890,22.3
2020-10-27,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2386,3539,2918,205,27.9
2020-11-03,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2677,3349,2913,400,20.1
2020-11-11,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2443,3028,2744,818,7.8
2020-11-18,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2350,3072,2818,377,11.3
2020-11-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,1768,2495,1980,582,19.0
2020-12-03,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3253,4257,3541,473,9.2
2020-12-08,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2708,3847,3060,187,6.2
2020-12-17,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4157,5701,4577,267,7.4
2020-12-23,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3553,4718,3870,491,6.5
2020-12-28,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2948,3912,3541,451,0.6
2021-01-04,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5312,7437,6466,240,8.0
2021-01-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5432,7463,6127,118,7.2
2021-01-18,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4146,5897,4747,119,2.4
2021-01-23,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3511,5520,4487,216,1.6
2021-01-31,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4521,6585,5276,195,5.9
2021-02-09,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4039,5692,4731,189,7.1
2021-02-15,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5326,6770,6190,90,3.5
2021-02-21,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4401,6344,5216,98,8.5
2021-02-28,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5063,7234,6012,197,4.8
2021-03-09,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,6634,8783,7724,142,3.0
2021-03-16,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5270,6823,6115,41,9.8
2021-03-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3897,5669,4689,225,6.4
2021-04-01,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3426,4699,3752,380,5.7
2021-04-10,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3704,4898,4108,56,7.3
2021-04-18,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3672,4677,4191,103,8.2
2021-04-23,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3558,4803,4189,278,2.3
2021-05-01,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3181,4032,3544,220,6.7
2021-05-08,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3420,5014,3934,262,6.2
2021-05-16,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3416,5301,4262,304,0.6
2021-05-22,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3550,4793,4155,481,6.8
2021-05-29,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3547,4901,4036,140,9.2
2021-06-05,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3231,4284,3882,246,89.3
2021-06-11,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3543,5644,4486,471,101.3
2021-06-18,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4283,5378,4807,233,11.1
2021-06-26,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4118,6312,4962,35,43.6
2021-07-05,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3030,4428,3547,258,16.9
2021-07-12,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3168,4340,3939,305,26.3
2021-07-20,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3724,4828,4075,95,117.7
2021-07-28,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4183,5922,5335,160,38.3
2021-08-05,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3532,5259,4358,465,75.3
2021-08-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3817,5482,4789,57,15.5
2021-08-21,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3886,4812,4370,244,40.3
2021-08-28,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3982,5366,4502,225,97.8
2021-09-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5083,6537,6041,32,33.0
2021-09-15,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4256,5976,5001,163,92.8
2021-09-23,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4528,5942,5238,29,14.4
2021-09-30,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3838,5182,4218,277,114.3
2021-10-09,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,1772,2402,2094,721,25.3
2021-10-15,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2667,3364,2936,878,24.3
2021-10-22,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2386,3406,2964,719,5.3
2021-10-30,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2260,3222,2636,673,13.6
2021-11-07,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2392,3237,2625,145,13.6
2021-11-14,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2847,4355,3544,477,2.8
2021-11-19,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2149,3379,2646,879,24.7
2021-11-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2525,3568,2811,356,0.6
2021-12-04,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3256,4309,3906,63,7.3
2021-12-09,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3446,4478,3768,89,7.3
2021-12-17,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2988,4100,3573,245,3.4
2021-12-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3068,4724,3782,422,8.9
2021-12-30,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3721,5304,4257,237,4.6
2022-01-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5757,9214,7272,170,3.2
2022-01-14,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4765,6489,5767,248,5.9
2022-01-23,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5628,7755,6330,76,5.3
2022-01-30,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4211,6208,4990,25,9.6
2022-02-05,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,6362,7839,7072,208,0.7
2022-02-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4689,6592,5512,110,9.5
2022-02-19,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4857,5849,5396,105,0.7
2022-02-24,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,6287,7414,6859,35,7.6
2022-03-04,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4856,7198,5668,87,7.3
2022-03-11,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5099,7233,6172,86,0.5
2022-03-20,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,6364,8652,7052,199,6.3
2022-03-27,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,6298,7680,6918,125,1.0
2022-04-01,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3601,5097,4221,305,8.8
2022-04-08,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3883,5784,4535,390,6.9
2022-04-17,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3848,5683,4745,257,8.2
2022-04-22,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3208,4279,3652,301,3.4
2022-04-27,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3216,4579,4032,264,1.7
2022-05-03,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3208,4709,4059,172,2.4
2022-05-12,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3627,4813,4206,155,1.7
2022-05-17,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3817,5616,4463,63,4.1
2022-05-22,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3814,5136,4389,450,3.1
2022-05-28,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2867,4260,3645,70,8.6
2022-06-04,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4280,6090,4889,142,65.9
2022-06-12,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3698,5229,4741,158,16.5
2022-06-20,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3988,5398,4556,57,106.0
2022-06-29,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4004,4906,4405,127,9.9
2022-07-04,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3563,4751,4274,372,87.6
2022-07-09,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4019,5143,4477,132,68.9
2022-07-15,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4137,5271,4759,190,79.2
2022-07-22,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4568,6388,5282,217,62.0
2022-07-29,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4313,5179,4755,92,45.5
2022-08-03,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4586,6244,5395,46,68.7
2022-08-09,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3122,4687,3975,156,108.9
2022-08-17,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4183,5940,4880,62,94.6
2022-08-25,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4690,7090,5643,105,65.8
2022-09-01,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5132,6788,5640,27,44.1
2022-09-08,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4494,6010,5400,67,61.1
2022-09-16,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4156,5804,5259,114,41.2
2022-09-21,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4320,5683,4778,121,17.2
2022-09-29,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3302,4547,3940,235,39.1
2022-10-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,1864,2515,2313,1025,20.4
2022-10-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2131,3082,2590,206,4.3
2022-10-18,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2887,3542,3152,254,12.5
2022-10-24,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2392,2934,2601,720,15.8
2022-11-02,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2470,3833,3149,377,6.3
2022-11-07,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,2252,3282,2829,362,2.0
2022-11-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,1965,3050,2450,557,16.6
2022-11-22,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2180,2809,2598,563,24.8
2022-11-29,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,2267,3299,2820,341,4.4
2022-12-07,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,4269,5358,4942,65,9.4
2022-12-15,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4292,5917,4669,30,1.8
2022-12-23,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,3532,4605,3924,229,2.6
2022-12-30,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,3839,5188,4563,49,6.6
2023-01-08,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5445,7226,6382,283,9.2
2023-01-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Black,5753,8243,7367,73,7.0
2023-01-21,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5413,7140,6116,186,5.6
2023-01-29,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5354,6557,5820,182,4.2
2023-02-06,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,4668,7127,5714,22,0.1
2023-02-13,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5619,7547,6781,117,0.3
2023-02-19,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5913,7495,6655,111,4.5
2023-02-27,Madhya Pradesh,Bhopal,Bhopal APMC,Soybean,Yellow,5593,7503,6903,45,6.7
